# Force coefficients
# liftDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 6.000000e+00
# lRef        : 1.000000e+00
# Aref        : 1.000000e-02
# CofR        : (2.500000e-01 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
298           	5.239915e-01	-1.102197e-01	1.300933e+00	1.174458e+00	1.264748e-01
299           	3.266322e-01	2.654667e-01	7.416881e-01	6.974762e-01	4.421188e-02
300           	-2.070585e-01	1.512691e+00	-8.467211e-01	-6.304191e-01	-2.163021e-01
301           	-1.372218e-01	9.747022e-01	-6.264585e-01	-4.504510e-01	-1.760075e-01
302           	3.089861e-01	-7.865138e-01	6.818790e-01	6.499257e-01	3.195339e-02
303           	1.495704e-01	1.214705e-01	2.663118e-01	2.827263e-01	-1.641450e-02
304           	-2.333090e-01	1.865377e+00	-7.896514e-01	-6.281347e-01	-1.615167e-01
305           	-2.548100e-01	1.185836e+00	-8.074817e-01	-6.585508e-01	-1.489309e-01
306           	-1.071537e-01	-4.203632e-01	-3.544906e-01	-2.843990e-01	-7.009157e-02
307           	-1.774194e-02	-1.265603e-01	-1.629099e-01	-9.919690e-02	-6.371302e-02
308           	-1.569919e-01	8.599463e-01	-5.380110e-01	-4.259974e-01	-1.120136e-01
309           	-3.594541e-01	8.393003e-01	-1.002624e+00	-8.607663e-01	-1.418581e-01
310           	-3.858626e-01	6.567415e-01	-1.063276e+00	-9.175008e-01	-1.457756e-01
311           	-1.348536e-01	6.042328e-01	-4.738638e-01	-3.717854e-01	-1.020783e-01
312           	-8.467401e-02	4.462323e-01	-3.353554e-01	-2.523517e-01	-8.300370e-02
313           	-1.511854e-01	4.720314e-01	-4.839616e-01	-3.931662e-01	-9.079544e-02
314           	-1.984487e-01	6.106202e-01	-5.986312e-01	-4.977643e-01	-1.008668e-01
315           	-1.334418e-01	7.320444e-01	-4.630291e-01	-3.649563e-01	-9.807271e-02
316           	-4.244236e-02	5.864762e-01	-2.251121e-01	-1.549984e-01	-7.011370e-02
317           	-1.270699e-01	-6.467321e-01	-2.365436e-01	-2.453417e-01	8.798043e-03
318           	1.070812e-02	4.772442e-01	-6.317850e-02	-2.088113e-02	-4.229737e-02
319           	-1.144269e-01	2.749276e+00	-6.118000e-01	-4.203269e-01	-1.914731e-01
320           	5.876110e-01	1.820687e+00	1.022553e+00	1.098887e+00	-7.633454e-02
321           	9.171760e-01	-6.823892e-01	2.086800e+00	1.960576e+00	1.262239e-01
322           	5.347328e-01	-2.916347e-01	1.210466e+00	1.139966e+00	7.050000e-02
323           	-4.912648e-01	1.558385e+00	-1.240773e+00	-1.111651e+00	-1.291215e-01
324           	1.096671e-01	1.090222e+00	1.455596e-01	1.824469e-01	-3.688729e-02
325           	2.338950e+00	-9.439789e-01	5.188439e+00	4.933169e+00	2.552695e-01
326           	1.051830e+00	3.527419e-01	2.215489e+00	2.159575e+00	5.591421e-02
327           	-1.436828e+00	3.488551e+00	-3.654296e+00	-3.263975e+00	-3.903201e-01
328           	-4.807869e-01	1.144447e+00	-1.183411e+00	-1.072492e+00	-1.109184e-01
329           	2.051777e+00	-5.242881e+00	5.301136e+00	4.702346e+00	5.987908e-01
330           	1.544845e+00	-2.860336e+00	3.830025e+00	3.459858e+00	3.701676e-01
331           	-3.978705e-01	3.931697e+00	-1.448405e+00	-1.122073e+00	-3.263321e-01
332           	-1.825825e-01	2.504564e+00	-7.597663e-01	-5.624656e-01	-1.973006e-01
333           	9.060305e-01	-1.720406e+00	2.245936e+00	2.028998e+00	2.169374e-01
334           	1.184460e+00	-2.816380e+00	3.028674e+00	2.698797e+00	3.298773e-01
335           	8.005864e-01	-1.260995e+00	2.004435e+00	1.802804e+00	2.016313e-01
336           	2.826241e-01	1.003349e+00	4.578413e-01	5.115447e-01	-5.370343e-02
337           	-2.379602e-01	3.137072e+00	-1.090098e+00	-7.830090e-01	-3.070887e-01
338           	8.186627e-02	1.680960e+00	-1.277334e-01	1.799954e-02	-1.457330e-01
339           	9.596832e-01	-1.688369e+00	2.423119e+00	2.171243e+00	2.518763e-01
340           	5.895909e-01	-6.531964e-01	1.393903e+00	1.286543e+00	1.073607e-01
341           	-1.401716e-01	1.863248e+00	-6.905416e-01	-4.854424e-01	-2.050992e-01
342           	-1.616802e-02	1.444772e+00	-3.351426e-01	-1.837393e-01	-1.514033e-01
343           	3.728996e-01	-3.972575e-02	7.899860e-01	7.678926e-01	2.209345e-02
344           	4.350265e-01	-3.023038e-01	9.653543e-01	9.177037e-01	4.765062e-02
345           	2.364735e-01	1.619370e-01	4.323117e-01	4.526293e-01	-2.031762e-02
346           	4.951597e-02	7.920487e-01	-8.251001e-02	8.260958e-03	-9.077097e-02
347           	-3.287504e-02	8.899702e-01	-2.829421e-01	-1.743461e-01	-1.085960e-01
348           	4.810663e-02	6.193212e-01	-5.563582e-02	2.028872e-02	-7.592454e-02
349           	6.727216e-02	3.345170e-01	3.456396e-02	8.455414e-02	-4.999018e-02
350           	3.998409e-02	3.756745e-01	-2.848063e-02	2.574378e-02	-5.422441e-02
351           	-3.086230e-02	5.695459e-01	-2.148484e-01	-1.382865e-01	-7.656191e-02
352           	-3.316792e-02	7.347761e-01	-2.339307e-01	-1.501333e-01	-8.379742e-02
353           	-8.614653e-02	6.718323e-01	-3.462014e-01	-2.592472e-01	-8.695416e-02
354           	-1.183417e-01	5.432654e-01	-4.035001e-01	-3.200918e-01	-8.340833e-02
355           	-9.407825e-02	4.875695e-01	-3.363201e-01	-2.622383e-01	-7.408181e-02
356           	-4.491273e-02	5.629187e-01	-2.233486e-01	-1.565870e-01	-6.676158e-02
357           	-5.991307e-02	6.261157e-01	-2.616026e-01	-1.907144e-01	-7.088825e-02
358           	-8.485973e-02	5.993573e-01	-3.140728e-01	-2.418961e-01	-7.217668e-02
359           	-7.662257e-02	5.497662e-01	-2.877788e-01	-2.205119e-01	-6.726681e-02
360           	-5.509889e-02	5.194270e-01	-2.323361e-01	-1.712669e-01	-6.106916e-02
361           	-4.664912e-03	5.505724e-01	-1.211100e-01	-6.521993e-02	-5.589010e-02
362           	1.710873e-02	5.251636e-01	-6.052640e-02	-1.315447e-02	-4.737193e-02
363           	-2.168207e-02	4.710547e-01	-1.347195e-01	-8.904182e-02	-4.567767e-02
364           	6.441774e-02	5.496882e-01	5.449119e-02	9.166333e-02	-3.717215e-02
365           	3.528561e-01	1.226229e+00	5.983995e-01	6.520559e-01	-5.365635e-02
366           	2.387849e-01	6.282226e-01	4.339656e-01	4.557677e-01	-2.180214e-02
367           	-2.438899e-01	-9.242091e-01	-4.362722e-01	-4.620261e-01	2.575382e-02
368           	-1.406605e-01	-1.404315e-01	-2.658997e-01	-2.736103e-01	7.710658e-03
369           	3.284759e-01	2.229516e+00	5.159462e-01	5.864490e-01	-7.050275e-02
370           	4.969204e-01	1.325862e+00	9.566541e-01	9.752474e-01	-1.859330e-02
371           	5.668137e-01	-1.013947e+00	1.333242e+00	1.233435e+00	9.980735e-02
372           	3.707337e-01	-3.465924e-02	7.755688e-01	7.585180e-01	1.705073e-02
373           	-9.324621e-02	2.735005e+00	-6.151962e-01	-4.008443e-01	-2.143519e-01
374           	2.576384e-01	1.608106e+00	3.795722e-01	4.474245e-01	-6.785227e-02
375           	8.479465e-01	-5.490706e-01	2.065695e+00	1.880794e+00	1.849009e-01
376           	7.075748e-01	-4.013655e-01	1.692482e+00	1.553816e+00	1.386660e-01
377           	1.810553e-01	8.866713e-01	1.917739e-01	2.769422e-01	-8.516834e-02
378           	1.720602e-01	1.059807e+00	1.273154e-01	2.357178e-01	-1.084025e-01
379           	3.679106e-01	9.395872e-01	6.438628e-01	6.898420e-01	-4.597915e-02
380           	3.328458e-01	5.410905e-01	6.209471e-01	6.433193e-01	-2.237224e-02
381           	2.497614e-01	7.785227e-02	4.675739e-01	4.835484e-01	-1.597446e-02
382           	1.168521e-01	3.915466e-01	1.173300e-01	1.755171e-01	-5.818714e-02
383           	1.921025e-02	9.665587e-01	-1.707231e-01	-6.615128e-02	-1.045718e-01
384           	-2.289640e-02	9.076048e-01	-2.701442e-01	-1.579685e-01	-1.121757e-01
385           	-5.424319e-02	5.978826e-01	-3.143859e-01	-2.114361e-01	-1.029498e-01
386           	-1.214752e-01	4.822509e-01	-4.529431e-01	-3.479467e-01	-1.049964e-01
387           	-1.875952e-01	6.032941e-01	-6.112878e-01	-4.932391e-01	-1.180487e-01
388           	-2.458549e-01	7.642589e-01	-7.618909e-01	-6.268003e-01	-1.350906e-01
389           	-2.818058e-01	8.018831e-01	-8.523097e-01	-7.079606e-01	-1.443491e-01
390           	-3.085196e-01	7.198864e-01	-9.115507e-01	-7.642950e-01	-1.472558e-01
391           	-2.969444e-01	6.266419e-01	-8.784749e-01	-7.361818e-01	-1.422930e-01
392           	-2.750466e-01	5.630165e-01	-8.265378e-01	-6.883155e-01	-1.382223e-01
393           	-2.448651e-01	5.565572e-01	-7.560655e-01	-6.228978e-01	-1.331676e-01
394           	-2.367333e-01	5.724639e-01	-7.379729e-01	-6.057198e-01	-1.322532e-01
395           	-2.238832e-01	5.343439e-01	-6.978993e-01	-5.728329e-01	-1.250664e-01
396           	-2.303440e-01	5.010691e-01	-7.057176e-01	-5.832028e-01	-1.225148e-01
397           	-2.097350e-01	4.509557e-01	-6.398847e-01	-5.296774e-01	-1.102074e-01
398           	-1.899011e-01	4.992103e-01	-5.984949e-01	-4.891485e-01	-1.093463e-01
399           	-1.384366e-01	5.348630e-01	-4.841524e-01	-3.805128e-01	-1.036396e-01
400           	-1.552905e-01	5.549446e-01	-5.181129e-01	-4.143469e-01	-1.037660e-01
401           	-1.624342e-01	5.078727e-01	-5.152736e-01	-4.200709e-01	-9.520261e-02
402           	-1.786261e-01	5.127929e-01	-5.447671e-01	-4.510097e-01	-9.375743e-02
403           	-1.502407e-01	5.390824e-01	-4.814957e-01	-3.909885e-01	-9.050721e-02
404           	-1.596617e-01	7.566757e-01	-5.433678e-01	-4.313456e-01	-1.120222e-01
405           	-1.158812e-01	5.810354e-01	-3.993104e-01	-3.155364e-01	-8.377401e-02
406           	-5.832280e-02	1.712547e-01	-1.878886e-01	-1.522671e-01	-3.562152e-02
407           	-8.632889e-02	4.829743e-01	-2.923468e-01	-2.325023e-01	-5.984449e-02
408           	-2.593307e-01	1.483046e+00	-8.380000e-01	-6.783307e-01	-1.596692e-01
409           	-1.198075e-01	8.089720e-01	-4.178736e-01	-3.287443e-01	-8.912929e-02
410           	1.418972e-01	-6.899883e-01	3.853997e-01	3.345971e-01	5.080260e-02
411           	5.204881e-02	3.374733e-02	8.778111e-02	9.593936e-02	-8.158252e-03
412           	-2.712748e-01	1.820586e+00	-9.211763e-01	-7.318629e-01	-1.893134e-01
413           	-1.278521e-01	1.140808e+00	-4.795859e-01	-3.676450e-01	-1.119409e-01
414           	2.145042e-01	-5.210566e-01	5.771968e-01	5.031026e-01	7.409422e-02
415           	1.416260e-01	-1.293269e-01	3.278050e-01	3.055285e-01	2.227654e-02
416           	-1.517221e-01	1.200655e+00	-6.096647e-01	-4.565544e-01	-1.531103e-01
417           	-5.173441e-02	9.574333e-01	-3.070337e-01	-2.052512e-01	-1.017824e-01
418           	1.724879e-01	1.450092e-01	3.887446e-01	3.668602e-01	2.188442e-02
419           	1.865829e-01	1.313202e-01	4.036990e-01	3.884325e-01	1.526656e-02
420           	8.855066e-02	5.034198e-01	7.043189e-02	1.237666e-01	-5.333471e-02
421           	9.083551e-02	6.039104e-01	6.275132e-02	1.222112e-01	-5.945985e-02
422           	1.394037e-01	5.062399e-01	2.157130e-01	2.472602e-01	-3.154720e-02
423           	1.970156e-01	3.208084e-01	3.855915e-01	3.898114e-01	-4.219909e-03
424           	2.011955e-01	3.708020e-01	3.795008e-01	3.909459e-01	-1.144514e-02
425           	1.180840e-01	7.696472e-01	1.067412e-01	1.714546e-01	-6.471341e-02
426           	1.746547e-01	4.958716e-01	2.888257e-01	3.190675e-01	-3.024183e-02
427           	2.532583e-01	1.279183e-01	5.748726e-01	5.406946e-01	3.417803e-02
428           	2.333604e-01	2.469846e-01	4.857996e-01	4.762602e-01	9.539450e-03
429           	1.639794e-01	7.121395e-01	1.941202e-01	2.610395e-01	-6.691934e-02
430           	1.384342e-01	6.327169e-01	1.679622e-01	2.224153e-01	-5.445316e-02
431           	1.211530e-01	3.717578e-01	2.129863e-01	2.276462e-01	-1.465988e-02
432           	1.569697e-01	3.426868e-01	2.913412e-01	3.026403e-01	-1.129906e-02
433           	2.426295e-01	4.623422e-01	4.363467e-01	4.608028e-01	-2.445616e-02
434           	1.566790e-01	5.432485e-01	2.239889e-01	2.686734e-01	-4.468453e-02
435           	5.871925e-03	6.595753e-01	-1.297369e-01	-5.899651e-02	-7.074036e-02
436           	3.919038e-02	5.736587e-01	-3.754276e-02	2.041900e-02	-5.796177e-02
437           	2.369178e-01	4.068537e-01	4.294737e-01	4.516546e-01	-2.218094e-02
438           	1.081104e-01	4.889045e-01	1.195695e-01	1.678952e-01	-4.832571e-02
439           	-1.247883e-01	7.144796e-01	-4.422066e-01	-3.458916e-01	-9.631498e-02
440           	-1.094393e-01	7.044015e-01	-4.176471e-01	-3.182628e-01	-9.938422e-02
441           	6.292919e-02	6.332827e-01	-2.412433e-02	5.086703e-02	-7.499136e-02
442           	-1.628714e-02	5.823244e-01	-1.930160e-01	-1.127952e-01	-8.022087e-02
443           	-1.420017e-01	5.689995e-01	-4.648828e-01	-3.744431e-01	-9.043974e-02
444           	-1.678441e-01	6.873789e-01	-5.411836e-01	-4.384359e-01	-1.027477e-01
445           	-1.126188e-01	8.318899e-01	-4.378719e-01	-3.315547e-01	-1.063172e-01
446           	-1.125429e-01	7.432207e-01	-4.218265e-01	-3.234562e-01	-9.837030e-02
447           	-1.090647e-01	5.823627e-01	-3.796876e-01	-2.989085e-01	-8.077906e-02
448           	-1.224038e-01	6.178111e-01	-4.170888e-01	-3.309482e-01	-8.614063e-02
449           	-1.277749e-01	7.349775e-01	-4.469280e-01	-3.512390e-01	-9.568908e-02
450           	-8.004023e-02	7.324954e-01	-3.270812e-01	-2.435808e-01	-8.350039e-02
451           	-2.747457e-02	6.740511e-01	-1.842028e-01	-1.195760e-01	-6.462682e-02
452           	2.186466e-02	6.624650e-01	-6.514521e-02	-1.070794e-02	-5.443727e-02
453           	5.074971e-02	6.896825e-01	-5.167660e-03	4.816588e-02	-5.333354e-02
454           	9.798947e-02	6.576586e-01	1.162160e-01	1.560975e-01	-3.988147e-02
455           	1.767795e-01	6.448452e-01	3.024335e-01	3.279963e-01	-2.556274e-02
456           	2.626967e-01	6.564120e-01	4.840927e-01	5.047431e-01	-2.065036e-02
457           	2.331682e-01	6.960108e-01	3.834564e-01	4.248964e-01	-4.143998e-02
458           	2.351933e-01	6.052829e-01	4.195550e-01	4.449708e-01	-2.541585e-02
459           	3.487424e-01	4.795893e-01	7.448566e-01	7.211707e-01	2.368590e-02
460           	3.622193e-01	5.870509e-01	7.221201e-01	7.232793e-01	-1.159226e-03
461           	2.090518e-01	8.237184e-01	2.401670e-01	3.291353e-01	-8.896831e-02
462           	2.634043e-01	7.013755e-01	4.217298e-01	4.742692e-01	-5.253940e-02
463           	4.594408e-01	2.638594e-01	1.069683e+00	9.942823e-01	7.540073e-02
464           	2.846701e-01	4.411315e-01	5.563962e-01	5.628682e-01	-6.471936e-03
465           	-1.096988e-01	1.074870e+00	-6.367635e-01	-4.280805e-01	-2.086830e-01
466           	-2.437546e-02	8.038311e-01	-3.245037e-01	-1.866273e-01	-1.378764e-01
467           	3.977358e-01	-7.873700e-02	1.032596e+00	9.140340e-01	1.185624e-01
468           	1.503426e-01	3.482282e-01	3.201154e-01	3.104003e-01	9.715060e-03
469           	-4.850463e-01	1.490008e+00	-1.576567e+00	-1.273330e+00	-3.032374e-01
470           	-2.777983e-01	9.532300e-01	-9.406340e-01	-7.481153e-01	-1.925188e-01
471           	2.991703e-01	-4.477170e-01	8.049669e-01	7.016538e-01	1.033132e-01
472           	8.970115e-02	1.833909e-02	2.409151e-01	2.101587e-01	3.075639e-02
473           	-5.387196e-01	1.303523e+00	-1.512053e+00	-1.294746e+00	-2.173070e-01
474           	-3.662871e-01	9.696831e-01	-1.098105e+00	-9.153397e-01	-1.827655e-01
475           	1.171323e-01	-6.453466e-02	1.563615e-01	1.953130e-01	-3.895153e-02
476           	-1.566032e-02	2.592498e-01	-1.567015e-01	-9.401107e-02	-6.269043e-02
477           	-4.841789e-01	1.213079e+00	-1.304620e+00	-1.136489e+00	-1.681310e-01
478           	-2.491419e-01	9.085693e-01	-7.570379e-01	-6.276609e-01	-1.293770e-01
479           	4.007192e-01	2.704346e-01	7.268229e-01	7.641307e-01	-3.730779e-02
480           	2.166534e-01	2.846203e-01	3.625390e-01	3.979229e-01	-3.538384e-02
481           	-4.385807e-01	8.009901e-01	-1.058171e+00	-9.676662e-01	-9.050477e-02
482           	-2.665135e-01	5.653620e-01	-6.693483e-01	-6.011876e-01	-6.816071e-02
483           	4.323146e-01	2.729189e-01	8.264579e-01	8.455436e-01	-1.908563e-02
484           	4.816568e-01	6.771187e-01	9.285027e-01	9.459081e-01	-1.740541e-02
485           	1.368496e-01	1.349910e+00	1.740646e-01	2.238819e-01	-4.981729e-02
486           	1.876304e-01	8.583112e-01	3.356914e-01	3.554760e-01	-1.978468e-02
487           	3.947023e-01	7.769009e-03	8.604112e-01	8.249079e-01	3.550329e-02
488           	3.749634e-01	3.748584e-01	7.543003e-01	7.521135e-01	2.186703e-03
489           	3.351647e-01	1.182075e+00	5.581570e-01	6.142432e-01	-5.608620e-02
490           	3.254291e-01	8.822797e-01	6.012890e-01	6.260736e-01	-2.478461e-02
491           	3.300235e-01	3.009019e-01	7.511417e-01	7.055943e-01	4.554740e-02
492           	2.927118e-01	3.452694e-01	6.006954e-01	5.930595e-01	7.635887e-03
493           	3.820760e-01	5.923016e-01	6.763200e-01	7.202360e-01	-4.391596e-02
494           	3.181656e-01	5.687022e-01	5.628168e-01	5.995740e-01	-3.675716e-02
495           	2.168733e-01	6.377446e-01	4.120066e-01	4.228766e-01	-1.087000e-02
496           	2.033655e-01	5.405682e-01	3.673369e-01	3.870340e-01	-1.969711e-02
497           	3.447070e-01	4.667039e-01	6.535172e-01	6.714656e-01	-1.794840e-02
498           	2.576113e-01	3.939709e-01	4.668401e-01	4.910314e-01	-2.419125e-02
499           	1.082334e-01	4.486809e-01	1.229793e-01	1.697230e-01	-4.674373e-02
500           	7.077018e-02	5.007448e-01	1.051060e-02	7.602549e-02	-6.551488e-02
